Nome Giocatore,Partite Giocate,Minuti Giocati,Gol Fatti,Tiri in Porta,Dribbling Riusciti,Occasioni Sprecate,Dribbling Tentati,Partite - Passaggi,Minuti - Passaggi,Totale Passaggi,Passaggi Riusciti,Percentuale Passaggi Riusciti,Passaggi Chiave,Occasioni Create,Cross Riusciti,Porta Invulnerata,Falli Subiti,Cartellini Gialli,Cartellini Rossi,Palloni Rubati,Tackle Riusciti,Partite - Azioni Difensive,Minuti - Azioni Difensive,Intercept,Palloni Recuperati,Duelli Aerei/Terra Vinti,Duelli Aerei/Terra Persi,Errori Decisionali,Tackle - Azioni Difensive,Contropiedi,Contropiedi Vinti,Transizioni Difensive,Transizioni Centrali,Transizioni Offensive,Attacchi,Palloni Persi,Blocchi Effettuati,Tiri Effettuati,Tipo Passaggio,Intercettazioni,Tackle + Intercettazioni,Salvataggi,Errori,Azione Creata,Passaggi Live,Passaggi Dead,Assist,Azione Difensiva,Azione Gol Creata,Passaggi Completati,Tentativi,Distanza Totale Percorsa,Distanza Progressiva,Expected Assists Gol,Expected Assists,Differenza tra Assist Attesi e Gol,Palle Ferme,Entrate nel Terzo Finale,Passaggi Penetranti nell'Area,Cross nell'Area di Rigore,Passaggi Progressivi,Palla in Gioco,Palla Fuori Gioco,Punizioni,Passaggi Filtranti,Scambi Palla,Rimesse Laterali,Calci d'Angolo,Conversioni,Divise,Direzione,Posizioni di Fuorigioco,Contesti,Interceptazioni,Falli Commessi,Fuorigioco,Spazi,Dribbling,Respinte,Valutazione Giocatore
E. Ndicka,0.4722222222222222,0.4954158480681074,0.0,0.07142857142857142,0.02,0.18181818181818182,0.01,0.4722222222222222,0.4954158480681074,0.3925,0.3905023547880691,0.9054000000000001,0.05309734513274336,0.17391304347826086,0.01652892561983471,0.3333333333333333,0.1896551724137931,0.2727272727272727,0.0,0.22222222222222224,0.34965034965034963,0.4722222222222222,0.4954158480681074,0.13636363636363635,0.22222222222222224,0.3112244897959183,0.24539877300613497,0.0,0.34965034965034963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E. Valeri,0.5833333333333333,0.5178454485920105,0.25,0.21428571428571427,0.25,0.18181818181818182,0.36,0.5833333333333333,0.5178454485920105,0.1717857142857143,0.125,0.6672,0.5486725663716814,0.30434782608695654,0.38842975206611574,0.2,0.33620689655172414,0.18181818181818182,0.0,0.30303030303030304,0.43356643356643354,0.5833333333333333,0.5178454485920105,0.19696969696969696,0.30303030303030304,0.3647959183673469,0.5398773006134969,0.0,0.43356643356643354,0.44285714285714284,0.4,0.34,0.4107142857142857,0.25,0.6666666666666666,0.7592592592592592,0.18627450980392157,0.057971014492753624,0.2542372881355932,0.25,0.3308270676691729,0.17406143344709898,0.16666666666666666,0.4925373134328358,0.40462427745664736,0.1797752808988764,0.14285714285714285,0.125,0.2631578947368421,0.19966563171721996,0.3053551912568306,0.20467931272594336,0.2416018828899508,0.3609022556390977,0.38317757009345793,0.3440860215053763,0.5178571428571428,0.2155688622754491,0.43548387096774194,0.6538461538461539,0.210412147505423,0.23481962805287923,0.362087326943557,0.17058823529411765,0.2222222222222222,0.25925925925925924,0.5085616438356164,0.058091286307053944,0.0,0.12745098039215685,0.0,0.45,0.5,0.2857142857142857,0.2333333333333333,0.1,0.17647058823529416,0.6470588235294118,0.07142857142857144,0.9125528913963329
F. Acerbi,0.7083333333333333,0.6645383104125737,0.25,0.25,0.09,0.09090909090909091,0.065,0.7083333333333333,0.6645383104125737,0.49660714285714286,0.4917582417582418,0.9018,0.18584070796460178,0.08695652173913043,0.04132231404958678,0.6333333333333333,0.24137931034482757,0.2272727272727273,0.0,0.47979797979797983,0.36363636363636365,0.7083333333333333,0.6645383104125737,0.48484848484848486,0.47979797979797983,0.5408163265306122,0.36503067484662577,0.25,0.36363636363636365,0.36428571428571427,0.3529411764705882,0.36,0.19642857142857142,0.2,0.3421052631578947,0.18518518518518517,0.3431372549019608,0.36231884057971014,0.1694915254237288,0.625,0.43609022556390975,0.4641638225255973,0.3333333333333333,0.25870646766169153,0.2658959537572254,0.011235955056179775,0.0,0.0,0.10526315789473684,0.6054454263195606,0.620983606557377,0.6284441555979798,0.5006775550959276,0.21052631578947367,0.21495327102803738,0.5591397849462365,0.1875,0.38323353293413176,0.13709677419354838,0.07692307692307693,0.33405639913232105,0.6038539099260587,0.14909478168264112,0.4294117647058823,0.05555555555555555,0.20987654320987653,0.04794520547945205,0.0,0.0,0.0,0.0,0.30000000000000004,0.3928571428571429,0.6190476190476191,0.16666666666666666,0.3,0.4901960784313726,0.17647058823529413,0.42857142857142855,0.9576868829337095
F. Ballo-Toure,0.2777777777777778,0.1696136214800262,0.25,0.21428571428571427,0.1,0.18181818181818182,0.14,0.2777777777777778,0.1696136214800262,0.07428571428571429,0.07142857142857144,0.875,0.07079646017699115,0.08695652173913043,0.09917355371900827,0.06666666666666667,0.22413793103448276,0.0,0.0,0.11111111111111112,0.1958041958041958,0.2777777777777778,0.1696136214800262,0.030303030303030304,0.11111111111111112,0.22959183673469385,0.17177914110429449,0.0,0.1958041958041958,0.12142857142857143,0.12941176470588234,0.08,0.14285714285714285,0.05,0.09649122807017543,0.05555555555555555,0.11764705882352941,0.043478260869565216,0.15254237288135594,0.04807692307692308,0.08270676691729323,0.017064846416382253,0.0,0.03980099502487562,0.023121387283236993,0.011235955056179775,0.07142857142857142,0.125,0.05263157894736842,0.06782899450680678,0.07672131147540984,0.06374480414855735,0.050745310605520295,0.015037593984962405,0.028037383177570097,0.5161290322580645,0.03571428571428571,0.04790419161676647,0.06451612903225806,0.09615384615384616,0.05422993492407809,0.06072148778848308,0.08413205537806177,0.041176470588235294,0.0,0.012345679012345678,0.1232876712328767,0.0,0.0,0.0,0.0,0.05,0.5,0.09523809523809523,0.16666666666666666,0.0,0.05882352941176471,0.17647058823529413,0.21428571428571427,0.92524682651622
F. Baschirotto,0.875,0.9225605762933857,0.375,0.3214285714285714,0.03,0.36363636363636365,0.02,0.875,0.9225605762933857,0.46517857142857144,0.40423861852433285,0.79345,0.08849557522123894,0.08695652173913043,0.024793388429752067,0.23333333333333334,0.12931034482758622,0.3181818181818182,0.25,0.4646464646464647,0.38461538461538464,0.875,0.9225605762933857,0.4090909090909091,0.4646464646464647,0.5790816326530612,0.5736196319018405,0.25,0.38461538461538464,0.39285714285714285,0.44705882352941173,0.46,0.1607142857142857,0.0,0.38596491228070173,0.3333333333333333,0.7647058823529411,0.7246376811594203,0.4745762711864407,0.5384615384615385,0.4172932330827067,1.0,0.16666666666666666,0.17412935323383083,0.15606936416184972,0.033707865168539325,0.0,0.25,0.10526315789473684,0.49629806544064964,0.5794535519125683,0.5815833299484138,0.5317024463305042,0.10526315789473684,0.10280373831775703,0.4946236559139785,0.08928571428571427,0.3982035928143713,0.056451612903225805,0.057692307692307696,0.368763557483731,0.5447008738516693,0.2225772097976571,0.6294117647058823,0.05555555555555555,0.30864197530864196,0.07876712328767123,0.0,0.0,0.0,0.0,0.55,0.3928571428571429,0.47619047619047616,0.3333333333333333,0.7,0.9803921568627452,0.23529411764705885,0.5714285714285715,0.9464033850493653
F. Carboni,0.08333333333333333,0.0206286836935167,0.0,0.0,0.06,0.0,0.07,0.08333333333333333,0.0206286836935167,0.012142857142857143,0.009811616954474097,0.7353000000000001,0.017699115044247787,0.0,0.01652892561983471,0.0,0.0,0.0,0.0,0.020202020202020204,0.013986013986013986,0.08333333333333333,0.0206286836935167,0.015151515151515152,0.020202020202020204,0.02551020408163265,0.05521472392638037,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376344086021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.14285714285714285,0.2333333333333333,0.0,0.0,0.4117647058823529,0.0,0.8885754583921015
F. Ceccherini,0.611111111111111,0.4675834970530452,0.5,0.14285714285714285,0.04,0.18181818181818182,0.03,0.611111111111111,0.4675834970530452,0.21035714285714285,0.1793563579277865,0.7759,0.08849557522123894,0.0,0.03305785123966942,0.2,0.3275862068965517,0.8181818181818182,0.5,0.38383838383838387,0.34965034965034963,0.611111111111111,0.4675834970530452,0.2878787878787879,0.38383838383838387,0.3877551020408163,0.4110429447852761,0.0,0.34965034965034963,0.35714285714285715,0.38823529411764707,0.3,0.3214285714285714,0.1,0.40350877192982454,0.37037037037037035,0.3333333333333333,0.2898550724637681,0.23728813559322035,0.3942307692307693,0.3308270676691729,0.37542662116040953,0.0,0.1890547263681592,0.15028901734104044,0.0449438202247191,0.0,1.0,0.21052631578947367,0.22880343921662288,0.27234972677595626,0.2346967789105975,0.24898366735610872,0.03007518796992481,0.05607476635514019,0.49462365591397844,0.08928571428571427,0.2574850299401198,0.11290322580645161,0.07692307692307693,0.2299349240780911,0.25632982298902085,0.1086261980830671,0.23529411764705882,0.0,0.04938271604938271,0.0958904109589041,0.0,0.0,0.0,0.0,0.0,0.3928571428571429,0.42857142857142855,0.4666666666666666,0.1,0.4705882352941177,0.29411764705882354,0.35714285714285715,0.913963328631876
F. Centonze,0.05555555555555555,0.0297969875573019,0.0,0.0,0.0,0.0,0.01,0.05555555555555555,0.0297969875573019,0.009285714285714286,0.00706436420722135,0.6923,0.017699115044247787,0.0,0.01652892561983471,0.0,0.017241379310344827,0.09090909090909091,0.0,0.05050505050505051,0.027972027972027972,0.05555555555555555,0.0297969875573019,0.06060606060606061,0.05050505050505051,0.02551020408163265,0.024539877300613498,0.0,0.027972027972027972,0.02857142857142857,0.023529411764705882,0.04,0.0,0.0,0.06140350877192982,0.05555555555555555,0.049019607843137254,0.028985507246376812,0.05084745762711865,0.04807692307692308,0.03383458646616541,0.006825938566552901,0.0,0.03980099502487562,0.028901734104046242,0.011235955056179775,0.07142857142857142,0.0,0.05263157894736842,0.028660138524002867,0.034972677595628415,0.029787291658204366,0.028956565152271595,0.022556390977443608,0.04672897196261683,0.5053763440860215,0.026785714285714284,0.02095808383233533,0.056451612903225805,0.11538461538461539,0.02819956616052061,0.029576518037194712,0.029818956336528223,0.01764705882352941,0.0,0.0,0.04280821917808219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F. Daniliuc,0.75,0.7187295350360183,0.0,0.2857142857142857,0.04,0.0,0.05,0.75,0.7187295350360183,0.3982142857142857,0.37676609105180536,0.861,0.12389380530973451,0.08695652173913043,0.0,0.26666666666666666,0.06896551724137931,0.8181818181818182,0.0,0.5858585858585859,0.8111888111888111,0.75,0.7187295350360183,0.4393939393939394,0.5858585858585859,0.5255102040816326,0.5337423312883436,0.0,0.8111888111888111,0.15,0.12941176470588234,0.14,0.08928571428571427,0.1,0.17543859649122806,0.18518518518518517,0.16666666666666666,0.07246376811594203,0.2033898305084746,0.07692307692307693,0.10902255639097744,0.05460750853242321,0.0,0.05472636815920398,0.057803468208092484,0.0,0.0,0.125,0.0,0.09720563649390972,0.10360655737704919,0.09097309665976143,0.09368090721061266,0.022556390977443608,0.009345794392523366,0.5053763440860215,0.05357142857142857,0.09580838323353294,0.024193548387096774,0.019230769230769232,0.08893709327548807,0.09365897378444993,0.05750798722044729,0.07647058823529412,0.05555555555555555,0.06172839506172839,0.0702054794520548,0.0,0.0,0.0,0.0,0.1,0.75,0.5238095238095238,0.39999999999999997,0.4,0.5098039215686275,0.4705882352941177,0.35714285714285715,0.921015514809591
F. Depaoli,0.9444444444444444,0.7550753110674525,0.5,0.2857142857142857,0.28,0.18181818181818182,0.43,0.9444444444444444,0.7550753110674525,0.18357142857142858,0.13108320251177394,0.6511,0.35398230088495575,0.08695652173913043,0.36363636363636365,0.3333333333333333,0.6551724137931034,0.7272727272727273,0.0,0.5050505050505051,0.7412587412587412,0.9444444444444444,0.7550753110674525,0.2878787878787879,0.5050505050505051,0.6581632653061223,0.9325153374233129,0.5,0.7412587412587412,0.6428571428571428,0.6588235294117647,0.5,0.5,0.6000000000000001,0.6578947368421052,0.537037037037037,0.5784313725490196,0.2318840579710145,0.7288135593220338,0.38461538461538464,0.48872180451127817,0.25597269624573377,0.5,0.4427860696517413,0.3468208092485549,0.15730337078651685,0.21428571428571427,0.25,0.631578947368421,0.23334129448292334,0.3224043715846995,0.23518420731954992,0.32280151201768775,0.3007518796992481,0.41121495327102814,0.6451612903225806,0.3482142857142857,0.2844311377245509,0.34677419354838707,0.46153846153846156,0.29718004338394793,0.24893569347972216,0.3791267305644303,0.20588235294117646,0.2222222222222222,0.13580246913580246,0.5462328767123288,0.008298755186721992,0.010638297872340425,0.00980392156862745,0.0,0.4,0.6071428571428571,0.14285714285714285,0.09999999999999999,0.0,0.25490196078431376,0.17647058823529413,0.0,0.921015514809591
F. Depaoli,0.9444444444444444,0.7550753110674525,0.5,0.2857142857142857,0.28,0.18181818181818182,0.43,0.9444444444444444,0.7550753110674525,0.18357142857142858,0.13108320251177394,0.6511,0.35398230088495575,0.08695652173913043,0.36363636363636365,0.3333333333333333,0.6551724137931034,0.7272727272727273,0.0,0.5050505050505051,0.7412587412587412,0.9444444444444444,0.7550753110674525,0.2878787878787879,0.5050505050505051,0.6581632653061223,0.9325153374233129,0.5,0.7412587412587412,0.6428571428571428,0.6588235294117647,0.5,0.5,0.6000000000000001,0.6578947368421052,0.537037037037037,0.5784313725490196,0.2318840579710145,0.7288135593220338,0.38461538461538464,0.48872180451127817,0.25597269624573377,0.5,0.4427860696517413,0.3468208092485549,0.15730337078651685,0.21428571428571427,0.25,0.631578947368421,0.23334129448292334,0.3224043715846995,0.23518420731954992,0.32280151201768775,0.3007518796992481,0.41121495327102814,0.6451612903225806,0.3482142857142857,0.2844311377245509,0.34677419354838707,0.46153846153846156,0.29718004338394793,0.24893569347972216,0.3791267305644303,0.20588235294117646,0.2222222222222222,0.13580246913580246,0.5462328767123288,0.008298755186721992,0.010638297872340425,0.00980392156862745,0.0,0.4,0.5357142857142857,0.2857142857142857,0.4666666666666666,0.0,0.17647058823529416,0.35294117647058826,0.14285714285714288,0.8984485190409027
