Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
C. Biraghi,2022-2023,Fiorentina,it ITA,1. Serie A,65,38,29,29,7,32,65,"49,2",33,32,7,25,14,79,42,1.0,Partite,132,"4,66",59,68,1,0,1,6,"0,21",3,3,0,0,0,0.0,1433,1994,"71,9",27338,10270,603,677,"89,1",614,783,"78,4",196,456,"43,0",4,5.5,5.8,-1.5,82,114,35,23,161.0,1440,548,94,0,27,300,292,162,71,63,0,6
C. Biraghi,2023-2024,Fiorentina,it ITA,1. Serie A,38,24,14,21,3,25,46,"54,3",21,24,4,20,12,50,32,0.0,Partite,51,"2,53",25,21,3,1,1,8,"0,40",1,5,2,0,0,0.0,1101,1475,"74,6",20100,6806,464,502,"92,4",495,638,"77,6",123,277,"44,4",3,2.1,2.7,+0.9,30,97,15,10,101.0,1081,391,76,0,14,173,236,79,23,39,0,3
