Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
D. Zappacosta,2022-2023,Atalanta,it ITA,1. Serie A,34,18,17,12,5,15,22,"68,2",7,23,2,21,9,43,16,0.0,Partite,39,"2,38",26,6,3,1,1,8,"0,49",5,1,1,1,0,0.0,771,925,"83,4",10806,3422,462,494,"93,5",258,319,"80,9",26,48,"54,2",2,1.6,1.4,+0.4,15,38,14,9,55.0,719,204,11,0,0,59,188,5,5,0,0,2
D. Zappacosta,2023-2024,Atalanta,it ITA,1. Serie A,13,12,4,5,4,9,18,"50,0",9,19,3,16,3,16,15,0.0,Partite,34,"2,41",19,3,3,0,0,4,"0,28",2,1,0,1,0,0.0,592,710,"83,4",8900,2635,342,380,"90,0",200,233,"85,8",35,52,"67,3",1,1.2,1.4,-0.2,13,31,21,10,54.0,585,124,11,0,2,54,106,7,1,4,0,1
