,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2020-2021,2021-2022,2022-2023,2023-2024,2023-2024,4 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Hibernian (2 stagioni),Hellas Verona (2 stagioni),Sassuolo (1 stagione),,Premiership (2 stagioni),Serie A (2 stagioni)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2020-2021,18,Hibernian,sct SCO,1. Premiership,3°,22.2,,30,,,,,,,,,,,25,,,,Partite
2021-2022,19,Hibernian,sct SCO,1. Premiership,8°,30.3,,37,,,,,,,,,,,29,,,,Partite
2022-2023,20,Hellas Verona,it ITA,1. Serie A,18°,15.0,19,8,6,7,6,6,16,"37,5",10,25,6,19,11,30,13,1,Partite
2023-2024,21,Hellas Verona,it ITA,1. Serie A,17°,9.2,16,9,9,7,0,13,17,"76,5",4,12,3,9,4,20,17,1,Partite
2023-2024,21,Sassuolo,it ITA,1. Serie A,18°,5.6,11,8,7,4,0,7,15,"46,7",8,19,8,11,4,15,10,0,Partite
4 stagioni,3 club,,2 campionati,,82.4,46,92,22,18,6,26,48,"54,2",22,56,17,39,73,65,40,2,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Hibernian (2 stagioni),,1 campionato,,52.5,,67,,,,,,,,,,,54,0,,,
Hellas Verona (2 stagioni),,1 campionato,,24.3,35,17,15,14,6,19,33,"57,6",14,37,9,28,15,50,30,2,
Sassuolo (1 stagione),,1 campionato,,5.6,11,8,7,4,0,7,15,"46,7",8,19,8,11,4,15,10,0,
,,,,,,,,,,,,,,,,,,,,,
Premiership (2 stagioni),,,,52.5,,67,,,,,,,,,,,54,0,,,
Serie A (2 stagioni),,,,29.9,46,25,22,18,6,26,48,"54,2",22,56,17,39,19,65,40,2,
