,Contrasti,Sfide,Blocchi,,,Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,2019-2020,2020-2021,2021-2022,2022-2023,5 stagioni,,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,Lille (4 stagioni),Juventus (1 stagione),,Ligue 1 (4 stagioni),Serie A (1 stagione)
,Contrasti,Sfide,Blocchi,,
Stagione,Età,Squadra,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
2019-2020,19,Lille,fr FRA,1. Ligue 1,4°,7.3,9,4,5,3,1,2,7,"28,6",5,3,2,1,11,20,28,0,Partite
2020-2021,20,Lille,fr FRA,1. Ligue 1,1°,9.7,22,13,14,5,3,15,23,"65,2",8,10,4,6,9,31,23,0,Partite
2021-2022,21,Lille,fr FRA,1. Ligue 1,10°,25.9,60,39,39,19,2,26,39,"66,7",13,26,10,16,24,84,71,0,Partite
2022-2023,22,Lille,fr FRA,1. Ligue 1,5°,22.4,31,21,23,7,1,13,20,"65,0",7,17,11,6,23,54,60,1,Partite
5 stagioni,2 club,,2 campionati,,65.3,122,77,81,34,7,56,89,"62,9",33,56,27,29,67,189,182,1,
,Paese,Competizione,Piazzamento,90 min,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite
Lille (4 stagioni),,1 campionato,,65.3,122,77,81,34,7,56,89,"62,9",33,56,27,29,67,189,182,1,
Juventus (1 stagione),,1 campionato,,,,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,
Ligue 1 (4 stagioni),,,,65.3,122,77,81,34,7,56,89,"62,9",33,56,27,29,67,189,182,1,
Serie A (1 stagione),,,,,,,,,,,,,,,,,,0,,,
