Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
P. Schuurs,2022-2023,Ajax,nl NED,1. Eredivisie,1,1,0,1,0,1,1,"100,0",0,1,0,1,0,1,3,0.0,Partite,0,"0,00",0,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,42,47,"89,4",870,322,18,20,"90,0",17,18,"94,4",7,9,"77,8",0,0.0,0.0,0.0,0,7,0,0,5.0,43,4,1,0,2,0,0,0,0,0,0,0
P. Schuurs,2023-2024,Torino,it ITA,1. Serie A,20,12,11,8,1,3,9,"33,3",6,10,2,8,9,29,23,0.0,Partite,2,"0,23",2,0,0,0,0,0,"0,00",0,0,0,0,0,0.0,359,406,"88,4",6478,1868,141,155,"91,0",187,199,"94,0",27,41,"65,9",0,0.0,0.4,0.0,0,17,1,1,19.0,393,12,9,0,6,2,3,0,0,0,0,1
