Giocatore,Stagione,Squadra,Paese,Competizione,Cntrs,Contr. vinti,Treq. dif.,Treq. cen.,Treq. off.,Cntrs.1,Att,% cntrs,Persi,Blocchi,Tiri,Passaggio,Int,Tkl+Int,Salvat.,Err.,Partite,SCA,SCA90,Passaggio Live,Passaggio Dead,A,Falli,Def.,GCA,GCA90,Passaggio Live.1,Passaggio Dead.1,A.1,Tiri.1,Falli.1,Def..1,Compl.,"Tent,",% compl.,Dist. Tot.,Dist. Prog.,Compl..1,"Tent,.1",% compl..1,Compl..2,"Tent,.2",% compl..2,Compl..3,"Tent,.3",% compl..3,Assist,xAG,xA,A-xAG,PF,1/3,PPA,Cross in area,PrgP,In gioco,Non in gioco,Pun.,PassFil,Scambi,Cross,Rimesse in gioco,Angoli,Conv.,Div.,Dir.,Fuorigioco
T. Augello,2022-2023,Sampdoria,it ITA,1. Serie A,17,14,13,2,2,9,20,"45,0",11,23,7,16,17,34,61,1.0,Partite,77,"2,26",54,16,2,3,1,7,"0,21",6,1,0,0,0,0.0,1283,1774,"72,3",21887,9530,613,701,"87,4",531,716,"74,2",114,236,"48,3",5,3.9,3.8,+1.1,43,84,45,28,119.0,1408,365,49,0,5,170,295,21,6,15,0,1
T. Augello,2023-2024,Cagliari,it ITA,1. Serie A,20,15,14,4,2,13,19,"68,4",6,12,5,7,5,25,51,0.0,Partite,39,"2,33",23,12,0,2,1,1,"0,06",1,0,0,0,0,0.0,624,896,"69,6",10878,4713,289,332,"87,0",272,375,"72,5",59,144,"41,0",1,1.5,1.6,-0.5,19,43,18,12,59.0,702,193,25,0,2,101,145,23,7,14,0,1
